Several times a week,"To go out;To eat good food;For special events (birthdays, Valentine's Day, etc.)",Weekdays for dinner;Weekend for dinner,Food quality (with quality ingredients),5 -- 10 minutes,Less than Rs.200,Vellore Kitchen,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,,,8
About once a month,"To eat something different, food I don't eat often",Holidays provide by VIT university,Affordable prices,10 -- 15 minutes,Less than Rs.200,Earth plate,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,High price,"Paneer ,naan,noodles",8
2-3 times a month,"To eat something different, food I don't eat often",Weekdays for lunch;Weekdays for dinner;Weekend for lunch,Variety of dishes,10 -- 15 minutes,Between Rs.200 and Rs.400,Hundreds,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,No,"Dal makhni, afghani paneer, garlic naans",8
2-3 times a month,"To eat something different, food I don't eat often",Weekend for dinner,Food quality (with quality ingredients),15 -- 30 minutes,Less than Rs.200,Tara Ma,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Lack of Hygiene.,Can't say.,7
About once a week,"To eat something different, food I don't eat often",Weekdays for lunch,Food quality (with quality ingredients),5 -- 10 minutes,Between Rs.400 and Rs.500,Vellore Kitchen,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Cost effectiveness,"Starters, Variety of drinks, Acceptance of altering food as per taste.",8
Several times a week,To go out;To eat good food,Weekdays for lunch;Weekend for dinner,Food quality (with quality ingredients),5 -- 10 minutes,Between Rs.400 and Rs.500,Earth plate,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Neutral,Somewhat Agree,Strongly Disagree,Strongly Disagree,.,.,7
Several times a week,To eat good food,Holidays provide by VIT university,Food quality (with quality ingredients),5 -- 10 minutes,Between Rs.200 and Rs.400,Hundreds,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Slow service,chicken,7
2-3 times a month,"To eat good food;For special events (birthdays, Valentine's Day, etc.)",Weekend for dinner;Holidays provide by VIT university,Food quality (with quality ingredients),10 -- 15 minutes,Between Rs.200 and Rs.400,Tara Ma,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Nothing,Masala papad,7
Several times a week,To eat good food,Weekdays for lunch;Weekend for lunch,Food quality (with quality ingredients),10 -- 15 minutes,Less than Rs.200,Tara Ma,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Ventilation ,Manchurian,7
Several times a week,"To go out;To eat good food;For special events (birthdays, Valentine's Day, etc.)",Weekdays for lunch;Weekdays for dinner;Weekend for lunch;Weekend for dinner,A fast and friendly service,5 -- 10 minutes,Less than Rs.200,Yaseen,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Somewhat Agree,table and Chair ,gc ptm r,6
About once a week,"To go out;To eat good food;To eat something different, food I don't eat often;For special events (birthdays, Valentine's Day, etc.)",Weekend for lunch;Holidays provide by VIT university,Food quality (with quality ingredients),10 -- 15 minutes,Between Rs.400 and Rs.500,Hundreds,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,--,9
About once a week,"To eat something different, food I don't eat often",Weekend for dinner,Affordable prices,Not prepared to wait at all,Between Rs.200 and Rs.400,Tara Ma,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Lack of continental food.,"Cream Chicken, Prawn 65, paneer tikka",9
About once a month,"For special events (birthdays, Valentine's Day, etc.)",Holidays provide by VIT university,Hygiene,5 -- 10 minutes,Between Rs.200 and Rs.400,Earth plate,Somewhat Agree,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,Somewhat Agree,Neutral,Strongly Agree,Somewhat Agree,costly parkings,Paneer chicken mushroom,9
About once a month,"To go out;To eat something different, food I don't eat often",Holidays provide by VIT university,Variety of dishes,I am prepared to wait as long as it takes,Between Rs.200 and Rs.400,Bihari Dhaba,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Bad Service,Chicken,7
About once a month,"To eat something different, food I don't eat often",Weekend for dinner,Food quality (with quality ingredients),10 -- 15 minutes,Between Rs.200 and Rs.400,Tara Ma,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Hygiene,Parontha's,7
Several times a week,To eat good food,Weekdays for lunch,Food quality (with quality ingredients),Not prepared to wait at all,Between Rs.200 and Rs.400,Hundreds,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Lacks hospitality,Chicken tandoori,7
Several times a week,"To go out;To eat something different, food I don't eat often;For special events (birthdays, Valentine's Day, etc.)",Weekdays for lunch;Weekdays for dinner;Weekend for lunch;Weekend for dinner,Affordable prices,I am prepared to wait as long as it takes,more than Rs.500,Darling barbeque,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Female staff,"Tandoori chicken, Cream chicken, Maaza",8
Several times a week,"To eat good food;To eat something different, food I don't eat often;For special events (birthdays, Valentine's Day, etc.)",Weekdays for lunch;Weekdays for dinner,Affordable prices,5 -- 10 minutes,Less than Rs.200,Tara Ma,Somewhat Agree,Neutral,Neutral,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Neutral,Space should be more.. !!,Partying with friends,7
About once a month,"For special events (birthdays, Valentine's Day, etc.)",Weekend for dinner,A fast and friendly service,5 -- 10 minutes,Less than Rs.200,Salim,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,"space limitation, for this reason sometimes we have to wait and personally i don't like that.",1. Chicken Rambha   2. Chicken Roll   3. Burger (Non- veg),7
2-3 times a month,"To eat something different, food I don't eat often",Weekdays for lunch,Hygiene,10 -- 15 minutes,more than Rs.500,Lalit Vihar,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Quality of food,"Chilly paneer, dal makhni, matha",8
About once a week,"To eat something different, food I don't eat often",Weekend for dinner,A fast and friendly service,10 -- 15 minutes,Less than Rs.200,Tara Ma,Somewhat Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,The  artificial colour in the dishes,"cheese chicken,amul chicken,paneer",9
2-3 times a month,To eat good food,Weekdays for lunch;Weekdays for dinner;Weekend for lunch;Weekend for dinner;Holidays provide by VIT university,"A pleasant setting (decoration, atmosphere, etc.)",10 -- 15 minutes,Between Rs.200 and Rs.400,Earth plate,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Its a little far ,Sizzlers,10
2-3 times a month,"For special events (birthdays, Valentine's Day, etc.)",Weekdays for dinner;Weekend for dinner,A fast and friendly service,10 -- 15 minutes,Less than Rs.200,Chandni chowk,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Time taken to serve after placing order,Chicken items,8
2-3 times a month,"To eat something different, food I don't eat often",Weekdays for lunch,Variety of dishes,10 -- 15 minutes,Less than Rs.200,Tara Ma,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,nothing ,"bhindi fry, masala papad, dal fry",8
About once a week,To eat good food,Weekend for lunch,Food quality (with quality ingredients),10 -- 15 minutes,Between Rs.200 and Rs.400,Earth plate,Strongly Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Till 3pm only the kitchen service is there for lunch.,"Chicken sizzler, Veg sizzler, brownie with ice-cream",8
About once a week,To eat good food,Weekend for dinner,Food quality (with quality ingredients),5 -- 10 minutes,Between Rs.200 and Rs.400,Salim,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Less space,"rambha, lolipop, hyderabadi Biryaani",9
About once a month,"To eat good food;To eat something different, food I don't eat often;For special events (birthdays, Valentine's Day, etc.)",Weekend for lunch;Holidays provide by VIT university,Affordable prices,5 -- 10 minutes,Between Rs.200 and Rs.400,Vellore Kitchen,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Too crowded,"Meals, sweet dishes ",8
Daily,To eat good food,Weekdays for lunch;Weekdays for dinner;Weekend for lunch;Weekend for dinner;Holidays provide by VIT university,Food quality (with quality ingredients),Not prepared to wait at all,Less than Rs.200,Tara Ma,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Nothing,2,10
About once a week,To eat good food,Weekdays for lunch,"A pleasant setting (decoration, atmosphere, etc.)",5 -- 10 minutes,Between Rs.200 and Rs.400,Hart lounge,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,NIL,Chicken Al faham - Shawarma,8
2-3 times a month,"To eat good food;To eat something different, food I don't eat often;For special events (birthdays, Valentine's Day, etc.)",Weekend for dinner;Holidays provide by VIT university,Food quality (with quality ingredients),5 -- 10 minutes,Less than Rs.200,Tara Ma,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Is good ,Dal makhani and roasted chicken,8
About once a week,"To eat something different, food I don't eat often",Weekdays for dinner,Affordable prices,I am prepared to wait as long as it takes,Less than Rs.200,Tara Ma,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Location,"Ramba chicken,  butter roti",9
About once a month,"To eat good food;For special events (birthdays, Valentine's Day, etc.)",Weekend for dinner,A fast and friendly service,Not prepared to wait at all,Between Rs.200 and Rs.400,Tara Ma,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Unclean kitchens ,"Chicken biryani, palak panner",7
About once a month,"For special events (birthdays, Valentine's Day, etc.);Non-chosen situation (professional etc.)",Weekend for lunch;Holidays provide by VIT university,Hygiene,Not prepared to wait at all,Between Rs.200 and Rs.400,Salim,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Not big enough,Hyderabadi chicken biryani,9
2-3 times a month,"To eat something different, food I don't eat often",Weekend for dinner,Food quality (with quality ingredients),10 -- 15 minutes,Between Rs.400 and Rs.500,Salim,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Location,Chilli Chicken,8
2-3 times a month,"To eat something different, food I don't eat often",Holidays provide by VIT university,Affordable prices,10 -- 15 minutes,Less than Rs.200,Earth plate,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,gujgf,dthgx,6
2-3 times a month,To eat good food,Weekend for lunch,Food quality (with quality ingredients),Not prepared to wait at all,Between Rs.200 and Rs.400,Tara Ma,Strongly Agree,Neutral,Neutral,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,That it has almost same gravies of different dishes and now it is kind if boring,Paneer tikka masala and tandoori roti,7
Several times a week,To eat good food,Weekend for lunch;Holidays provide by VIT university,Food quality (with quality ingredients),5 -- 10 minutes,Between Rs.200 and Rs.400,Vellore Kitchen,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Price,"Chinese, indian food",8
About once a week,"To eat something different, food I don't eat often",Weekend for dinner,Food quality (with quality ingredients),5 -- 10 minutes,Less than Rs.200,Vellore Kitchen,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Disagree,It's very far away from our campus.,"Fish tikka masala, pomphrey fry",9
About once a month,"To go out;To eat good food;For special events (birthdays, Valentine's Day, etc.)",Weekdays for lunch,Food quality (with quality ingredients),15 -- 30 minutes,Between Rs.200 and Rs.400,Earth plate,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Neutral,Neutral,View,Fish and chicken ,8
Several times a week,To eat good food,Weekdays for dinner;Weekend for dinner;Holidays provide by VIT university,Food quality (with quality ingredients),10 -- 15 minutes,Between Rs.200 and Rs.400,Salim,Neutral,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Orders after the primary order takes lot of time ,Nothing is best ,6
About once a week,To eat good food,Weekdays for dinner,Affordable prices,5 -- 10 minutes,Less than Rs.200,Bihari Dhaba,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Food,Vvvv,8
2-3 times a month,"To eat something different, food I don't eat often;For special events (birthdays, Valentine's Day, etc.)",Weekend for lunch;Weekend for dinner;Holidays provide by VIT university,Food quality (with quality ingredients),10 -- 15 minutes,Between Rs.200 and Rs.400,Vellore Kitchen,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Sometimes we have to wait for seat,veg sichuan dumplings and crisp rolls on sizzlers and  crispy chilli potato,9
2-3 times a month,"To eat something different, food I don't eat often",Weekend for dinner,Food quality (with quality ingredients),10 -- 15 minutes,Between Rs.200 and Rs.400,Salim,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Nothing,Hydrabad dum biryani,5
About once a month,To go out,Weekend for dinner,Affordable prices,10 -- 15 minutes,Less than Rs.200,Yaseen,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Disagree,Strongly Agree,Neutral,Service is slow,Aloo 65 andbutter paneer,8
Several times a week,To go out;To eat good food,Weekdays for dinner;Weekend for lunch;Holidays provide by VIT university,Food quality (with quality ingredients),10 -- 15 minutes,Less than Rs.200,Hundreds,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Could have been closer to VIT,Chicken Main Course and Chocolate Fudge Sunday,9
2-3 times a month,To eat good food,Weekdays for dinner;Weekend for lunch,Food quality (with quality ingredients),10 -- 15 minutes,Between Rs.200 and Rs.400,Hundreds,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Don't know,Roll and burger,5
Daily,To go out,Weekdays for dinner,Affordable prices,5 -- 10 minutes,Between Rs.200 and Rs.400,Darling barbeque,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Nothing,Biryani,7
Several times a week,To eat good food,Weekdays for lunch;Weekend for lunch;Weekend for dinner,Affordable prices,10 -- 15 minutes,Less than Rs.200,China Town,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,"The ambiance , unavailabilty of specified items on menu","Schewan Noodles, Dragon chcken",6
2-3 times a month,"To eat something different, food I don't eat often",Weekend for dinner,Food quality (with quality ingredients),10 -- 15 minutes,Between Rs.200 and Rs.400,Tara Ma,Strongly Disagree,Somewhat Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Should have more space to accommodate more customers,"Ramba chicken,kadhai chicken",8
Several times a week,"To go out;To eat good food;To eat something different, food I don't eat often;For special events (birthdays, Valentine's Day, etc.)",Weekdays for lunch;Weekend for dinner,Hygiene,10 -- 15 minutes,Less than Rs.200,Tara Ma,Somewhat Agree,Neutral,Somewhat Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,-,Veg dofyaza,8
About once a week,"To eat something different, food I don't eat often",Weekend for dinner,Variety of dishes,5 -- 10 minutes,Between Rs.200 and Rs.400,Salim,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,"Rush n neatness
",Chicken breast ,7
About once a week,"To eat good food;To eat something different, food I don't eat often",Weekend for dinner;Holidays provide by VIT university,Variety of dishes,10 -- 15 minutes,Less than Rs.200,Vellore Kitchen,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,NO,platter,8
About once a month,"To eat something different, food I don't eat often",Holidays provide by VIT university,Food quality (with quality ingredients),10 -- 15 minutes,more than Rs.500,Darling barbeque,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,"Boiled chicken,boiled egg",6
Several times a week,To go out,Weekend for lunch,Affordable prices,5 -- 10 minutes,Less than Rs.200,Yaseen,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Location,"Biryani, veg rice",7
2-3 times a month,"To eat something different, food I don't eat often",Weekdays for dinner,Food quality (with quality ingredients),5 -- 10 minutes,Less than Rs.200,Hart lounge,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Crowded,Tasty,7
About once a week,"To eat something different, food I don't eat often",Weekend for lunch,Meal deals,I am prepared to wait as long as it takes,Between Rs.200 and Rs.400,Darling barbeque,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Nothing,Paneer dishes,9
Several times a week,"To eat something different, food I don't eat often",Weekend for dinner,Variety of dishes,5 -- 10 minutes,Between Rs.200 and Rs.400,Hart lounge,Somewhat Agree,Neutral,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Services is not that good,"Barbeque grilled chicken, Mexican shawarma",9
About once a week,To eat good food,Weekend for lunch,Food quality (with quality ingredients),5 -- 10 minutes,Between Rs.200 and Rs.400,Hundreds,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Nothing,"Veg gravys ,biryani",9
Several times a week,"To eat something different, food I don't eat often",Weekend for lunch,Variety of dishes,5 -- 10 minutes,Less than Rs.200,Salim,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Sometimes service will be to late,Mushroom masala and dragon paneer,7
2-3 times a month,"To eat good food;To eat something different, food I don't eat often;For special events (birthdays, Valentine's Day, etc.)",Weekdays for lunch;Weekend for lunch;Weekend for dinner;Holidays provide by VIT university,Food quality (with quality ingredients),10 -- 15 minutes,Between Rs.200 and Rs.400,Salim,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Hygiene ,Butter naan and paneer butter masala,7
2-3 times a month,To eat good food,Weekdays for dinner,Variety of dishes,5 -- 10 minutes,Between Rs.400 and Rs.500,Vellore Kitchen,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Nothing,"spring roles, noodles",8
About once a week,To eat good food,Weekend for lunch,Food quality (with quality ingredients),10 -- 15 minutes,Between Rs.200 and Rs.400,Salim,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Small space,"ramba,butter chicken ",6
Several times a week,To eat good food,Weekdays for dinner,Affordable prices,5 -- 10 minutes,Less than Rs.200,Tara Ma,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,"makhani chicken, butter chicken",8
2-3 times a month,"To go out;To eat good food;To eat something different, food I don't eat often;For special events (birthdays, Valentine's Day, etc.)",Weekend for dinner;Holidays provide by VIT university,Affordable prices,5 -- 10 minutes,Between Rs.200 and Rs.400,Yaseen,Strongly Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Neutral,Hygiene ,"paneer butter masala, chilli potato ",8
About once a week,"To eat something different, food I don't eat often",Weekend for dinner,Affordable prices,5 -- 10 minutes,Between Rs.200 and Rs.400,Tara Ma,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Seats,chicken nd paneer,7
About once a month,"To eat something different, food I don't eat often",Weekend for lunch,Food quality (with quality ingredients),5 -- 10 minutes,Between Rs.200 and Rs.400,Lalit Vihar,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Kabab,burger nan,7
About once a week,To eat good food,Weekend for lunch,Affordable prices,5 -- 10 minutes,Between Rs.200 and Rs.400,Tara Ma,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Maintenance and late delicery,cheaper food and better quality,7
About once a week,To eat good food,Weekdays for dinner,Food quality (with quality ingredients),5 -- 10 minutes,Between Rs.200 and Rs.400,Earth plate,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,it takes some time to get there from VIT,murg tikka and non veg platter,8
About once a week,"To eat something different, food I don't eat often",Weekdays for dinner,Food quality (with quality ingredients),15 -- 30 minutes,Between Rs.200 and Rs.400,Tara Ma,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,They add lot of food color,"Ramba chicken , cream chicken",6
About once a week,To eat good food,Weekend for lunch,Affordable prices,10 -- 15 minutes,Less than Rs.200,Yaseen,Somewhat Agree,Neutral,Neutral,Neutral,Strongly Agree,Somewhat Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,good,--,8
